     n, heap_cmp, heap_swaps, heap_time, merge_cmp, merge_swaps, merge_time
  3770,    77966,      41461,        47,     40044,           0,         35
  3771,    77988,      41452,        43,     40051,           0,         31
  3772,    77999,      41457,        30,     40051,           0,         19
  3773,    78035,      41507,        48,     40025,           0,         30
  3774,    78123,      41554,        44,     40095,           0,         31
  3775,    78058,      41530,        47,     40151,           0,         15
  3776,    78100,      41508,        47,     40096,           0,         35
  3777,    78109,      41546,        43,     40099,           0,         31
  3778,    78179,      41578,        47,     40129,           0,         17
  3779,    78202,      41579,        45,     40134,           0,         15
  3780,    78193,      41584,        47,     40184,           0,         20
  3781,    78191,      41546,        41,     40187,           0,         31
  3782,    78259,      41589,        47,     40210,           0,         17
  3783,    78290,      41638,        45,     40243,           0,         31
  3784,    78319,      41657,        47,     40204,           0,         31
  3785,    78334,      41654,        47,     40218,           0,         15
  3786,    78338,      41670,        47,     40229,           0,         37
  3787,    78379,      41703,        47,     40246,           0,         26
  3788,    78387,      41662,        46,     40253,           0,         15
  3789,    78386,      41685,        47,     40217,           0,         31
  3790,    78447,      41709,        47,     40327,           0,         31
  3791,    78486,      41746,        47,     40333,           0,         31
  3792,    78541,      41792,        47,     40330,           0,         15
  3793,    78555,      41792,        47,     40348,           0,         31
  3794,    78522,      41757,        53,     40372,           0,         26
  3795,    78543,      41738,        45,     40390,           0,         19
  3796,    78552,      41730,        45,     40348,           0,         30
  3797,    78623,      41765,        47,     40321,           0,         31
  3798,    78686,      41854,        47,     40371,           0,         15
  3799,    78613,      41783,        31,     40414,           0,         19
  3800,    78697,      41850,        44,     40409,           0,         30
  3801,    78783,      41895,        50,     40417,           0,         28
  3802,    78658,      41857,        47,     40451,           0,         15
  3803,    78750,      41892,        46,     40455,           0,         36
  3804,    78771,      41912,        42,     40457,           0,         31
  3805,    78755,      41878,        47,     40457,           0,         15
  3806,    78857,      41925,        46,     40451,           0,         14
  3807,    78883,      41938,        47,     40471,           0,         37
  3808,    78875,      41958,        40,     40510,           0,         30
  3809,    78929,      41996,        47,     40529,           0,         17
  3810,    78922,      42024,        45,     40533,           0,         31
  3811,    78980,      42035,        46,     40565,           0,         31
  3812,    79009,      42043,        48,     40561,           0,         30
  3813,    78976,      42007,        47,     40579,           0,         15
  3814,    78998,      41999,        49,     40589,           0,         21
  3815,    79096,      42058,        52,     40617,           0,         25
  3816,    79075,      42078,        48,     40589,           0,         14
  3817,    79083,      42059,        47,     40597,           0,         31
  3818,    79099,      42069,        48,     40648,           0,         30
  3819,    79083,      42054,        41,     40648,           0,         38
  3820,    79118,      42069,        39,     40678,           0,         31
  3821,    79178,      42104,        51,     40679,           0,         26
  3822,    79221,      42127,        47,     40660,           0,         12
  3823,    79192,      42096,        46,     40681,           0,         25
  3824,    79229,      42148,        37,     40642,           0,         31
  3825,    79215,      42144,        46,     40643,           0,         31
  3826,    79266,      42158,        46,     40663,           0,         25
  3827,    79316,      42188,        46,     40667,           0,         28
  3828,    79351,      42206,        42,     40747,           0,         30
  3829,    79350,      42163,        41,     40730,           0,         31
  3830,    79401,      42233,        47,     40766,           0,         31
  3831,    79440,      42248,        46,     40729,           0,         15
  3832,    79383,      42231,        34,     40788,           0,         15
  3833,    79437,      42199,        51,     40794,           0,         47
  3834,    79480,      42260,        69,     40815,           0,         25
  3835,    79481,      42201,        47,     40815,           0,         15
  3836,    79573,      42276,        46,     40854,           0,         15
  3837,    79621,      42323,        46,     40864,           0,         31
  3838,    79583,      42290,        47,     40838,           0,         31
  3839,    79552,      42332,        47,     40901,           0,         31
  3840,    79597,      42335,        46,     40831,           0,         23
  3841,    79686,      42355,        52,     40845,           0,         17
  3842,    79673,      42356,        47,     40940,           0,         30
  3843,    79687,      42382,        47,     40920,           0,         31
  3844,    79712,      42357,        46,     40934,           0,         16
  3845,    79694,      42380,        46,     40932,           0,         15
  3846,    79718,      42400,        47,     40935,           0,         18
  3847,    79801,      42433,        52,     40926,           0,         30
  3848,    79793,      42453,        40,     41018,           0,         26
  3849,    79825,      42463,        43,     41029,           0,         30
  3850,    79871,      42522,        46,     41024,           0,         15
  3851,    79876,      42466,        47,     41045,           0,         31
  3852,    79867,      42443,        46,     41040,           0,         20
  3853,    79889,      42464,        47,     41068,           0,         33
  3854,    79905,      42472,        43,     41044,           0,         21
  3855,    79967,      42530,        46,     41086,           0,         14
  3856,    80031,      42564,        58,     41043,           0,         20
  3857,    80007,      42537,        47,     41064,           0,         34
  3858,    80051,      42580,        44,     41078,           0,         31
  3859,    80085,      42576,        47,     41099,           0,         31
  3860,    80119,      42581,        44,     41092,           0,         31
  3861,    80104,      42597,        46,     41112,           0,         20
  3862,    80119,      42601,        39,     41128,           0,         15
  3863,    80219,      42658,        47,     41154,           0,         31
  3864,    80216,      42614,        47,     41177,           0,         31
  3865,    80168,      42618,        47,     41191,           0,         31
  3866,    80246,      42695,        46,     41211,           0,         31
  3867,    80242,      42718,        48,     41217,           0,         20
  3868,    80287,      42662,        52,     41172,           0,         19
  3869,    80298,      42689,        46,     41196,           0,         31
  3870,    80315,      42694,        47,     41219,           0,         31
  3871,    80359,      42710,        47,     41238,           0,         25
  3872,    80380,      42725,        47,     41233,           0,         15
  3873,    80383,      42719,        34,     41245,           0,         16
  3874,    80456,      42811,        91,     41281,           0,         33
  3875,    80441,      42788,        45,     41275,           0,         31
  3876,    80436,      42759,        46,     41270,           0,         31
  3877,    80472,      42820,        47,     41298,           0,         32
  3878,    80525,      42816,        46,     41308,           0,         31
  3879,    80497,      42791,        46,     41290,           0,         16
  3880,    80542,      42806,        45,     41345,           0,         25
  3881,    80645,      42881,        38,     41359,           0,         31
  3882,    80613,      42882,        47,     41338,           0,         31
  3883,    80596,      42859,        51,     41352,           0,         28
  3884,    80625,      42876,        45,     41440,           0,         25
  3885,    80655,      42888,        32,     41477,           0,         15
  3886,    80722,      42927,        46,     41413,           0,         18
  3887,    80707,      42884,        42,     41452,           0,         30
  3888,    80767,      42958,        40,     41460,           0,         31
  3889,    80823,      42993,        47,     41483,           0,         31
  3890,    80829,      42976,        47,     41467,           0,         32
  3891,    80818,      42964,        46,     41493,           0,         17
  3892,    80842,      43003,        47,     41499,           0,         16
  3893,    80916,      43021,        72,     41532,           0,         42
  3894,    80913,      42999,        57,     41509,           0,         23
  3895,    80908,      42999,        47,     41519,           0,         14
  3896,    80920,      42969,        49,     41532,           0,         29
  3897,    80951,      43013,        50,     41564,           0,         28
  3898,    80997,      43040,        46,     41588,           0,         33
  3899,    80964,      43057,        53,     41602,           0,         23
  3900,    81037,      43078,        45,     41622,           0,         27
  3901,    81103,      43125,        47,     41641,           0,         31
  3902,    81103,      43073,        46,     41622,           0,         16
  3903,    81084,      43101,        46,     41580,           0,         15
  3904,    81129,      43147,        47,     41681,           0,         17
  3905,    81179,      43164,        46,     41691,           0,         31
  3906,    81220,      43180,        54,     41709,           0,         19
  3907,    81179,      43147,        39,     41740,           0,         33
  3908,    81232,      43180,        45,     41672,           0,         31
  3909,    81276,      43196,        47,     41685,           0,         31
  3910,    81266,      43196,        47,     41726,           0,         15
  3911,    81292,      43248,        46,     41739,           0,         18
  3912,    81302,      43182,        44,     41743,           0,         21
  3913,    81354,      43243,        52,     41744,           0,         23
  3914,    81330,      43249,        46,     41741,           0,         31
