      n, insertion_cmp, insertion_swaps, insertion_time, bubble_cmp, bubble_swaps, bubble_time
    453,         51349,           50903,             31,     102378,        50903,          63
    454,         51372,           50925,             30,     102831,        50925,          47
    455,         51642,           51194,             46,     103285,        51194,          47
    456,         51893,           51444,             33,     103740,        51444,          61
    457,         52195,           51745,             32,     104196,        51745,          61
    458,         52279,           51828,             31,     104653,        51828,          60
    459,         52611,           52159,             34,     105111,        52159,          46
    460,         53000,           52547,             47,     105570,        52547,          46
    461,         53307,           52853,             47,     106030,        52853,          46
    462,         53727,           53272,             47,     106491,        53272,          50
    463,         53839,           53383,             45,     106953,        53383,          45
    464,         53858,           53401,             47,     107416,        53401,          48
    465,         53958,           53500,             46,     107880,        53500,          46
    466,         54363,           53904,             52,     108345,        53904,          41
    467,         54373,           53913,             47,     108811,        53913,          62
    468,         54469,           54008,             31,     109278,        54008,          62
    469,         54681,           54219,             34,     109746,        54219,          60
    470,         55052,           54589,             31,     110215,        54589,          62
    471,         55131,           54667,             31,     110685,        54667,          47
    472,         55227,           54762,             48,     111156,        54762,          45
    473,         55424,           54958,             46,     111628,        54958,          63
    474,         55655,           55188,             31,     112101,        55188,          63
    475,         55991,           55523,             47,     112575,        55523,          47
    476,         56185,           55716,             47,     113050,        55716,          62
    477,         56201,           55731,             32,     113526,        55731,          62
    478,         56234,           55763,             46,     114003,        55763,          47
    479,         56407,           55935,             46,     114481,        55935,          62
    480,         56757,           56284,             31,     114960,        56284,          62
    481,         57151,           56677,             47,     115440,        56677,          64
    482,         57168,           56693,             31,     115921,        56693,          62
    483,         57322,           56846,             45,     116403,        56846,          62
    484,         57604,           57127,             46,     116886,        57127,          47
    485,         57797,           57319,             46,     117370,        57319,          62
    486,         58010,           57531,             48,     117855,        57531,          61
    487,         58293,           57813,             31,     118341,        57813,          62
    488,         58700,           58219,             54,     118828,        58219,          57
    489,         59159,           58677,             45,     119316,        58677,          62
    490,         59341,           58858,             47,     119805,        58858,          63
    491,         59452,           58968,             34,     120295,        58968,          60
    492,         59533,           59048,             47,     120786,        59048,          62
    493,         59824,           59338,             47,     121278,        59338,          62
    494,         60158,           59671,             48,     121771,        59671,          62
    495,         60513,           60025,             39,     122265,        60025,          62
    496,         60752,           60263,             47,     122760,        60263,          62
    497,         60877,           60387,             46,     123256,        60387,          62
    498,         61171,           60680,             47,     123753,        60680,          62
    499,         61367,           60875,             47,     124251,        60875,          64
    500,         61756,           61263,             47,     124750,        61263,          63
    501,         62054,           61560,             45,     125250,        61560,          63
    502,         62355,           61860,             47,     125751,        61860,          78
    503,         62744,           62248,             44,     126253,        62248,          63
    504,         62960,           62463,             47,     126756,        62463,          62
    505,         63356,           62858,             48,     127260,        62858,          61
    506,         63435,           62936,             46,     127765,        62936,          78
    507,         63721,           63221,             46,     128271,        63221,          66
    508,         64056,           63555,             45,     128778,        63555,          62
    509,         64216,           63714,             46,     129286,        63714,          79
    510,         64304,           63801,             45,     129795,        63801,          78
    511,         64536,           64032,             46,     130305,        64032,          79
    512,         64631,           64126,             50,     130816,        64126,          74
    513,         64797,           64291,             47,     131328,        64291,          78
    514,         64884,           64377,             46,     131841,        64377,          63
    515,         64963,           64455,             46,     132355,        64455,          78
    516,         64978,           64469,             46,     132870,        64469,          77
    517,         65143,           64633,             52,     133386,        64633,          73
    518,         65253,           64742,             47,     133903,        64742,          81
    519,         65609,           65097,             44,     134421,        65097,          78
    520,         66028,           65515,             47,     134940,        65515,          62
    521,         66353,           65839,             51,     135460,        65839,          75
    522,         66582,           66067,             46,     135981,        66067,          74
    523,         66956,           66440,             52,     136503,        66440,          62
    524,         67415,           66898,             48,     137026,        66898,          79
    525,         67655,           67137,             45,     137550,        67137,          78
    526,         68075,           67556,             47,     138075,        67556,          78
    527,         68148,           67628,             63,     138601,        67628,          62
    528,         68170,           67649,             62,     139128,        67649,          63
    529,         68376,           67854,             62,     139656,        67854,          78
    530,         68737,           68214,             45,     140185,        68214,          73
    531,         68825,           68301,             52,     140715,        68301,          62
    532,         68985,           68460,             65,     141246,        68460,          60
    533,         69207,           68681,             63,     141778,        68681,          78
    534,         69415,           68888,             47,     142311,        68888,          96
    535,         69600,           69072,             44,     142845,        69072,          94
    536,         69631,           69102,             48,     143380,        69102,          93
    537,         69877,           69347,             48,     143916,        69347,          93
    538,         70164,           69633,             52,     144453,        69633,          74
    539,         70684,           70152,             47,     144991,        70152,          79
    540,         71185,           70652,             46,     145530,        70652,          79
    541,         71554,           71020,             46,     146070,        71020,          78
    542,         72066,           71531,             63,     146611,        71531,          78
    543,         72369,           71833,             48,     147153,        71833,          77
    544,         72765,           72228,             46,     147696,        72228,          80
    545,         72873,           72335,             62,     148240,        72335,          78
    546,         72983,           72444,             47,     148785,        72444,          78
    547,         73257,           72717,             62,     149331,        72717,          78
    548,         73691,           73150,             47,     149878,        73150,          78
    549,         73795,           73253,             62,     150426,        73253,          78
    550,         73996,           73453,             64,     150975,        73453,          76
    551,         74037,           73493,             64,     151525,        73493,          93
    552,         74545,           74000,             64,     152076,        74000,          76
    553,         75085,           74539,             62,     152628,        74539,          94
    554,         75566,           75019,             48,     153181,        75019,          94
