    n, heap_cmp, heap_swaps, heap_time, merge_cmp, merge_swaps, merge_time
  252,     3236,       1777,         6,      1706,           0,          0
  253,     3250,       1786,         0,      1705,           0,          0
  254,     3257,       1787,         4,      1718,           0,          0
  255,     3282,       1804,         0,      1723,           0,          0
  256,     3300,       1811,         6,      1740,           0,          0
  257,     3320,       1825,         2,      1750,           0,          0
  258,     3334,       1833,         3,      1749,           0,          0
  259,     3360,       1843,         0,      1761,           0,          0
  260,     3365,       1852,         6,      1759,           0,          0
  261,     3385,       1859,         0,      1769,           0,          0
  262,     3400,       1868,         7,      1781,           0,          0
  263,     3405,       1875,         0,      1784,           0,          0
  264,     3427,       1884,         6,      1803,           0,          0
  265,     3445,       1899,         0,      1815,           0,          0
  266,     3468,       1910,         6,      1822,           0,          2
  267,     3475,       1915,         0,      1832,           0,          0
  268,     3484,       1916,         4,      1835,           0,          0
  269,     3503,       1922,         4,      1844,           0,          2
  270,     3518,       1930,         0,      1854,           0,          0
  271,     3546,       1951,         4,      1860,           0,          2
  272,     3558,       1951,         0,      1861,           0,          0
  273,     3579,       1969,         0,      1868,           0,          0
  274,     3601,       1991,         0,      1879,           0,          0
  275,     3607,       1980,         7,      1884,           0,          0
  276,     3617,       1988,         0,      1899,           0,          0
  277,     3645,       2005,         5,      1905,           0,          0
  278,     3641,       1994,         0,      1908,           0,          0
  279,     3672,       2004,         7,      1918,           0,          2
  280,     3686,       2031,         1,      1936,           0,          0
  281,     3704,       2037,         0,      1940,           0,          0
  282,     3716,       2040,         7,      1948,           0,          0
  283,     3731,       2052,         0,      1964,           0,          5
  284,     3753,       2068,         1,      1972,           0,          0
  285,     3771,       2074,         0,      1985,           0,          0
  286,     3778,       2086,         0,      1991,           0,          0
  287,     3805,       2089,         0,      1999,           0,          6
  288,     3818,       2102,         1,      1999,           0,          0
  289,     3844,       2104,         5,      2008,           0,          0
  290,     3840,       2113,         0,      2017,           0,          0
  291,     3878,       2128,         6,      2023,           0,          0
  292,     3878,       2145,         4,      2047,           0,          1
  293,     3915,       2153,         1,      2059,           0,          1
  294,     3906,       2150,         8,      2052,           0,          0
  295,     3935,       2170,         7,      2060,           0,          0
  296,     3950,       2174,         5,      2071,           0,          1
  297,     3972,       2173,         2,      2082,           0,          0
  298,     3982,       2199,         0,      2088,           0,          0
  299,     4001,       2205,         8,      2097,           0,          0
  300,     4005,       2206,         0,      2106,           0,          0
  301,     4033,       2216,         7,      2110,           0,          0
  302,     4064,       2235,         0,      2119,           0,          0
  303,     4074,       2246,         0,      2136,           0,          0
  304,     4078,       2249,         0,      2155,           0,          7
  305,     4097,       2253,         0,      2165,           0,          0
  306,     4120,       2262,         0,      2172,           0,          9
  307,     4117,       2279,         0,      2184,           0,          0
  308,     4152,       2294,         0,      2174,           0,          0
  309,     4170,       2307,         0,      2180,           0,          0
  310,     4192,       2303,        14,      2182,           0,          0
  311,     4207,       2317,         0,      2193,           0,          0
  312,     4223,       2329,         0,      2218,           0,          0
  313,     4213,       2318,         0,      2221,           0,          0
  314,     4234,       2327,        15,      2223,           0,          0
  315,     4265,       2355,         0,      2234,           0,          0
  316,     4279,       2347,         8,      2227,           0,          0
  317,     4303,       2369,         0,      2239,           0,          7
  318,     4325,       2378,         0,      2250,           0,          0
  319,     4325,       2371,         0,      2262,           0,          0
  320,     4348,       2382,         0,      2289,           0,          0
  321,     4350,       2386,        15,      2298,           0,          0
  322,     4377,       2410,         0,      2290,           0,          0
  323,     4386,       2409,         0,      2302,           0,          0
  324,     4405,       2425,         0,      2307,           0,          0
  325,     4435,       2437,         0,      2315,           0,          0
  326,     4453,       2438,         0,      2324,           0,          0
  327,     4465,       2455,         0,      2341,           0,          5
  328,     4469,       2455,         0,      2337,           0,          0
  329,     4488,       2461,         0,      2345,           0,         10
  330,     4505,       2465,         0,      2342,           0,          0
  331,     4526,       2479,         0,      2366,           0,          0
  332,     4539,       2483,         0,      2370,           0,          0
  333,     4570,       2502,        15,      2372,           0,          0
  334,     4588,       2513,         0,      2377,           0,          0
  335,     4605,       2528,         0,      2385,           0,          0
  336,     4603,       2529,         0,      2419,           0,         15
  337,     4613,       2527,         0,      2430,           0,          5
  338,     4625,       2530,         0,      2437,           0,          0
  339,     4650,       2544,         0,      2440,           0,          0
  340,     4668,       2567,         0,      2459,           0,          0
  341,     4686,       2571,         0,      2456,           0,          0
  342,     4696,       2585,         0,      2465,           0,          0
  343,     4718,       2590,        15,      2479,           0,          0
  344,     4737,       2597,         0,      2468,           0,          0
  345,     4751,       2603,         0,      2480,           0,          0
  346,     4775,       2612,        15,      2486,           0,          0
  347,     4784,       2628,         0,      2494,           0,          0
  348,     4799,       2621,         0,      2510,           0,          0
  349,     4828,       2647,        15,      2506,           0,          0
  350,     4815,       2633,         2,      2530,           0,          0
  351,     4848,       2652,         0,      2541,           0,          0
  352,     4855,       2653,         0,      2530,           0,         13
