     n, heap_cmp, heap_swaps, heap_time, merge_cmp, merge_swaps, merge_time
  4707,   104538,      56587,        45,     29063,           0,         31
  4708,   104563,      56620,        47,     29073,           0,         15
  4709,   104586,      56621,        46,     29104,           0,         18
  4710,   104619,      56643,        47,     29076,           0,         15
  4711,   104632,      56663,        47,     29085,           0,         15
  4712,   104654,      56659,        47,     29125,           0,         16
  4713,   104686,      56676,        61,     29141,           0,         16
  4714,   104722,      56700,        46,     29156,           0,         20
  4715,   104741,      56707,        58,     29154,           0,         15
  4716,   104769,      56721,        62,     29108,           0,         15
  4717,   104798,      56737,        62,     29142,           0,         15
  4718,   104813,      56751,        53,     29136,           0,         24
  4719,   104842,      56760,        61,     29143,           0,         21
  4720,   104874,      56772,        44,     29179,           0,         15
  4721,   104899,      56785,        47,     29182,           0,         15
  4722,   104931,      56809,        54,     29160,           0,          8
  4723,   104942,      56818,        62,     29194,           0,         15
  4724,   104963,      56822,        47,     29209,           0,         15
  4725,   104999,      56851,        47,     29216,           0,         15
  4726,   105025,      56857,        63,     29191,           0,         13
  4727,   105048,      56869,        47,     29224,           0,         15
  4728,   105085,      56896,        62,     29206,           0,         15
  4729,   105099,      56896,        51,     29208,           0,         11
  4730,   105124,      56912,        46,     29217,           0,         15
  4731,   105150,      56923,        36,     29207,           0,         15
  4732,   105179,      56950,        47,     29254,           0,         15
  4733,   105199,      56957,        63,     29250,           0,         17
  4734,   105236,      56983,        45,     29288,           0,         15
  4735,   105263,      56991,        47,     29269,           0,         15
  4736,   105286,      56991,        49,     29270,           0,         15
  4737,   105308,      57013,        46,     29275,           0,         24
  4738,   105337,      57023,        53,     29272,           0,         15
  4739,   105360,      57034,        47,     29281,           0,         15
  4740,   105391,      57058,        52,     29276,           0,         20
  4741,   105407,      57070,        51,     29272,           0,         15
  4742,   105439,      57089,        56,     29289,           0,         20
  4743,   105472,      57100,        51,     29303,           0,         11
  4744,   105487,      57107,        62,     29322,           0,         16
  4745,   105525,      57122,        46,     29326,           0,         15
  4746,   105547,      57146,        62,     29324,           0,         15
  4747,   105570,      57155,        49,     29319,           0,         29
  4748,   105594,      57162,        46,     29319,           0,         24
  4749,   105633,      57184,        60,     29304,           0,         11
  4750,   105640,      57183,        47,     29354,           0,         31
  4751,   105671,      57207,        47,     29338,           0,         15
  4752,   105690,      57219,        65,     29347,           0,         12
  4753,   105718,      57231,        62,     29354,           0,         15
  4754,   105743,      57245,        62,     29351,           0,         31
  4755,   105759,      57247,        53,     29362,           0,         26
  4756,   105781,      57268,        58,     29365,           0,         15
  4757,   105827,      57280,        62,     29355,           0,         15
  4758,   105849,      57297,        70,     29350,           0,         24
  4759,   105870,      57303,        62,     29350,           0,         16
  4760,   105907,      57327,        62,     29402,           0,         15
  4761,   105931,      57346,        65,     29413,           0,         20
  4762,   105954,      57357,        56,     29417,           0,         26
  4763,   105969,      57363,        49,     29432,           0,         15
  4764,   106006,      57386,        46,     29420,           0,         15
  4765,   106026,      57392,        51,     29405,           0,         12
  4766,   106057,      57417,        62,     29439,           0,         15
  4767,   106076,      57416,        46,     29442,           0,         26
  4768,   106107,      57431,        47,     29477,           0,         19
  4769,   106137,      57446,        59,     29478,           0,         15
  4770,   106159,      57465,        47,     29492,           0,         15
  4771,   106176,      57474,        46,     29496,           0,         17
  4772,   106203,      57488,        45,     29477,           0,         15
  4773,   106239,      57500,        47,     29509,           0,         15
  4774,   106254,      57515,        62,     29514,           0,         16
  4775,   106290,      57534,        61,     29514,           0,         19
  4776,   106315,      57542,        43,     29524,           0,         15
  4777,   106349,      57564,        47,     29526,           0,         15
  4778,   106358,      57562,        61,     29533,           0,         15
  4779,   106381,      57579,        46,     29553,           0,         31
  4780,   106418,      57600,        62,     29546,           0,         15
  4781,   106448,      57612,        65,     29540,           0,         20
  4782,   106473,      57633,        56,     29569,           0,         15
  4783,   106499,      57651,        53,     29552,           0,          9
  4784,   106512,      57654,        62,     29596,           0,         15
  4785,   106543,      57677,        47,     29601,           0,         31
  4786,   106571,      57682,        47,     29565,           0,         15
  4787,   106597,      57699,        46,     29590,           0,          7
  4788,   106624,      57713,        63,     29592,           0,         11
  4789,   106644,      57728,        46,     29607,           0,         31
  4790,   106674,      57740,        47,     29618,           0,         15
  4791,   106711,      57770,        62,     29580,           0,         16
  4792,   106727,      57773,        62,     29647,           0,         14
  4793,   106754,      57776,        46,     29649,           0,         15
  4794,   106770,      57800,        47,     29637,           0,         15
  4795,   106799,      57820,        58,     29651,           0,         16
  4796,   106835,      57827,        46,     29640,           0,         15
  4797,   106849,      57831,        47,     29653,           0,         15
  4798,   106884,      57863,        62,     29641,           0,         15
  4799,   106916,      57867,        46,     29691,           0,         29
  4800,   106929,      57879,        47,     29702,           0,         15
  4801,   106960,      57888,        47,     29707,           0,         15
  4802,   106976,      57910,        58,     29710,           0,         19
  4803,   107014,      57922,        46,     29722,           0,         15
  4804,   107034,      57947,        63,     29721,           0,         15
  4805,   107062,      57944,        65,     29730,           0,         13
  4806,   107089,      57968,        56,     29733,           0,         15
  4807,   107117,      57989,        46,     29732,           0,         15
  4808,   107146,      58003,        62,     29711,           0,         15
  4809,   107172,      58008,        52,     29719,           0,         19
  4810,   107188,      58018,        46,     29714,           0,         16
  4811,   107218,      58031,        62,     29740,           0,         15
  4812,   107238,      58042,        47,     29771,           0,         31
  4813,   107268,      58061,        47,     29764,           0,         15
  4814,   107293,      58069,        62,     29779,           0,         16
  4815,   107314,      58087,        46,     29763,           0,         31
  4816,   107338,      58102,        52,     29801,           0,         20
  4817,   107370,      58123,        47,     29807,           0,         15
  4818,   107396,      58131,        62,     29807,           0,         16
  4819,   107421,      58140,        51,     29810,           0,         15
  4820,   107454,      58158,        47,     29831,           0,         15
  4821,   107480,      58177,        62,     29850,           0,         15
  4822,   107506,      58190,        46,     29799,           0,         16
  4823,   107530,      58200,        49,     29866,           0,         25
  4824,   107552,      58216,        71,     29871,           0,         15
  4825,   107572,      58217,        47,     29878,           0,         31
  4826,   107592,      58232,        47,     29871,           0,         15
  4827,   107625,      58255,        62,     29881,           0,         22
  4828,   107652,      58266,        55,     29854,           0,         15
  4829,   107680,      58280,        52,     29854,           0,         25
  4830,   107708,      58300,        50,     29905,           0,         12
  4831,   107734,      58305,        62,     29912,           0,         15
  4832,   107762,      58322,        53,     29888,           0,         15
  4833,   107768,      58325,        46,     29889,           0,         31
  4834,   107796,      58350,        52,     29916,           0,         10
  4835,   107828,      58360,        62,     29902,           0,         16
  4836,   107862,      58382,        52,     29910,           0,         15
  4837,   107892,      58396,        42,     29918,           0,         15
  4838,   107913,      58416,        53,     29954,           0,          9
  4839,   107954,      58432,        62,     29940,           0,         15
  4840,   107966,      58434,        47,     29978,           0,         31
  4841,   107989,      58445,        47,     29982,           0,         15
  4842,   108011,      58464,        62,     29957,           0,         19
  4843,   108042,      58471,        59,     29987,           0,         13
  4844,   108067,      58494,        47,     29997,           0,         31
  4845,   108090,      58493,        47,     30006,           0,         15
  4846,   108114,      58513,        47,     30015,           0,          5
  4847,   108132,      58524,        62,     30023,           0,         15
  4848,   108163,      58543,        62,     30044,           0,         15
  4849,   108189,      58553,        54,     30051,           0,         24
  4850,   108216,      58566,        55,     30075,           0,          8
  4851,   108238,      58579,        62,     30057,           0,         18
  4852,   108270,      58610,        60,     30056,           0,         15
  4853,   108299,      58611,        47,     30048,           0,         31
  4854,   108322,      58629,        46,     30077,           0,         16
  4855,   108345,      58630,        62,     30091,           0,         15
  4856,   108376,      58655,        63,     30083,           0,         15
  4857,   108405,      58678,        41,     30100,           0,         31
  4858,   108431,      58688,        46,     30097,           0,         15
  4859,   108453,      58694,        47,     30106,           0,         15
