     n, insertion_cmp, insertion_swaps, insertion_time, bubble_cmp, bubble_swaps, bubble_time
   441,         48634,           48202,             30,      97020,        48202,          46
   442,         48826,           48393,             31,      97461,        48393,          62
   443,         48959,           48525,             31,      97903,        48525,          46
   444,         49092,           48657,             31,      98346,        48657,          62
   445,         49272,           48836,             31,      98790,        48836,          47
   446,         49426,           48989,             31,      99235,        48989,          47
   447,         49513,           49075,             31,      99681,        49075,          52
   448,         49561,           49122,             26,     100128,        49122,          46
   449,         49672,           49232,             47,     100576,        49232,          46
   450,         49914,           49473,             33,     101025,        49473,          60
   451,         50270,           49828,             31,     101475,        49828,          47
   452,         50655,           50212,             31,     101926,        50212,          62
   453,         51001,           50557,             31,     102378,        50557,          47
   454,         51317,           50872,             46,     102831,        50872,          47
   455,         51739,           51293,             31,     103285,        51293,          63
   456,         51965,           51518,             31,     103740,        51518,          65
   457,         52020,           51572,             28,     104196,        51572,          46
   458,         52087,           51638,             31,     104653,        51638,          46
   459,         52486,           52036,             47,     105111,        52036,          46
   460,         52649,           52198,             47,     105570,        52198,          46
   461,         52911,           52459,             46,     106030,        52459,          46
   462,         53015,           52562,             31,     106491,        52562,          62
   463,         53244,           52790,             31,     106953,        52790,          62
   464,         53657,           53202,             31,     107416,        53202,          62
   465,         54012,           53556,             31,     107880,        53556,          62
   466,         54458,           54001,             31,     108345,        54001,          63
   467,         54492,           54034,             31,     108811,        54034,          62
   468,         54673,           54214,             47,     109278,        54214,          47
   469,         54865,           54405,             46,     109746,        54405,          47
   470,         55005,           54544,             46,     110215,        54544,          53
   471,         55330,           54868,             40,     110685,        54868,          59
   472,         55427,           54964,             34,     111156,        54964,          65
   473,         55778,           55314,             44,     111628,        55314,          62
   474,         56104,           55639,             31,     112101,        55639,          62
   475,         56383,           55917,             47,     112575,        55917,          62
   476,         56842,           56375,             46,     113050,        56375,          62
   477,         56921,           56453,             46,     113526,        56453,          62
   478,         57016,           56547,             31,     114003,        56547,          62
   479,         57463,           56993,             31,     114481,        56993,          62
   480,         57687,           57216,             46,     114960,        57216,          62
   481,         57715,           57243,             31,     115440,        57243,          62
   482,         57719,           57246,             46,     115921,        57246,          62
   483,         57778,           57304,             31,     116403,        57304,          62
   484,         58052,           57577,             46,     116886,        57577,          62
   485,         58235,           57759,             31,     117370,        57759,          62
   486,         58659,           58182,             46,     117855,        58182,          62
   487,         59022,           58544,             46,     118341,        58544,          62
   488,         59135,           58656,             31,     118828,        58656,          62
   489,         59592,           59112,             46,     119316,        59112,          62
   490,         59753,           59272,             49,     119805,        59272,          60
   491,         59890,           59408,             47,     120295,        59408,          62
   492,         59937,           59454,             47,     120786,        59454,          62
   493,         60381,           59897,             47,     121278,        59897,          62
   494,         60853,           60368,             47,     121771,        60368,          63
   495,         61136,           60650,             45,     122265,        60650,          62
   496,         61191,           60704,             46,     122760,        60704,          63
   497,         61383,           60895,             46,     123256,        60895,          62
   498,         61847,           61358,             46,     123753,        61358,          62
   499,         62343,           61853,             46,     124251,        61853,          62
   500,         62517,           62026,             53,     124750,        62026,          56
   501,         62710,           62218,             47,     125250,        62218,          62
   502,         63092,           62599,             47,     125751,        62599,          78
   503,         63556,           63062,             47,     126253,        63062,          62
   504,         63577,           63082,             46,     126756,        63082,          62
   505,         63969,           63473,             46,     127260,        63473,          63
   506,         64266,           63769,             46,     127765,        63769,          78
   507,         64573,           64075,             46,     128271,        64075,          62
   508,         64961,           64462,             47,     128778,        64462,          62
   509,         65146,           64646,             48,     129286,        64646,          61
   510,         65392,           64891,             62,     129795,        64891,          62
   511,         65883,           65381,             46,     130305,        65381,          62
   512,         65997,           65494,             46,     130816,        65494,          78
   513,         66155,           65651,             48,     131328,        65651,          61
   514,         66451,           65946,             64,     131841,        65946,          60
   515,         66586,           66080,             62,     132355,        66080,          78
   516,         67070,           66563,             46,     132870,        66563,          78
   517,         67549,           67041,             46,     133386,        67041,          78
   518,         67562,           67053,             47,     133903,        67053,          62
   519,         67961,           67451,             47,     134421,        67451,          78
   520,         68471,           67960,             47,     134940,        67960,          62
   521,         68696,           68184,             62,     135460,        68184,          62
   522,         68702,           68189,             46,     135981,        68189,          78
   523,         69149,           68635,             63,     136503,        68635,          80
   524,         69191,           68676,             44,     137026,        68676,          78
   525,         69634,           69118,             62,     137550,        69118,          78
   526,         70079,           69562,             47,     138075,        69562,          89
   527,         70356,           69838,             51,     138601,        69838,          78
   528,         70682,           70163,             46,     139128,        70163,          78
   529,         71163,           70643,             47,     139656,        70643,          78
   530,         71477,           70956,             47,     140185,        70956,          78
   531,         71678,           71156,             62,     140715,        71156,          62
   532,         72118,           71595,             68,     141246,        71595,          72
   533,         72371,           71847,             47,     141778,        71847,          80
   534,         72860,           72335,             44,     142311,        72335,          78
   535,         73031,           72505,             62,     142845,        72505,          62
   536,         73249,           72722,             63,     143380,        72722,          78
   537,         73409,           72881,             47,     143916,        72881,          83
   538,         73912,           73383,             42,     144453,        73383,          78
   539,         73966,           73436,             62,     144991,        73436,          62
   540,         74102,           73571,             47,     145530,        73571,          78
   541,         74274,           73742,             46,     146070,        73742,          78
   542,         74351,           73818,             62,     146611,        73818,          78
   543,         74830,           74296,             47,     147153,        74296,          79
   544,         74966,           74431,             46,     147696,        74431,          78
   545,         75467,           74931,             62,     148240,        74931,          78
   546,         75719,           75182,             47,     148785,        75182,          94
   547,         76120,           75582,             62,     149331,        75582,          78
   548,         76137,           75598,             62,     149878,        75598,          78
   549,         76378,           75838,             62,     150426,        75838,          78
   550,         76638,           76097,             62,     150975,        76097,         110
   551,         76805,           76263,             62,           ,             ,            
   552,         76856,           76313,             62,           ,             ,            
   553,         76960,           76416,             56,           ,             ,            
   554,         77150,           76605,             53,           ,             ,            
   555,         77317,           76771,             62,           ,             ,            
   556,         77682,           77135,             83,           ,             ,            
   557,         78028,           77480,             58,           ,             ,            
   558,         78153,           77604,             47,           ,             ,            
   559,         78533,           77983,             62,           ,             ,            
   560,         78566,           78015,             63,           ,             ,            
   561,         79065,           78513,             68,           ,             ,            
   562,         79187,           78634,             56,           ,             ,            
   563,         79451,           78897,             62,           ,             ,            
   564,         79495,           78940,             62,           ,             ,            
   565,         79832,           79276,             63,           ,             ,            
   566,         80060,           79503,             55,           ,             ,            
   567,         80564,           80006,             54,           ,             ,            
   568,         80931,           80372,             63,           ,             ,            
   569,         81258,           80698,             62,           ,             ,            
   570,         81777,           81216,             63,           ,             ,            
   571,         81821,           81259,             62,           ,             ,            
   572,         81879,           81316,             62,           ,             ,            
   573,         82129,           81565,             62,           ,             ,            
   574,         82678,           82113,             68,           ,             ,            
   575,         82902,           82336,             56,           ,             ,            
   576,         83098,           82531,             62,           ,             ,            
   577,         83132,           82564,             62,           ,             ,            
   578,         83600,           83031,             62,           ,             ,            
   579,         83814,           83244,             62,           ,             ,            
   580,         84364,           83793,             62,           ,             ,            
   581,         84457,           83885,             62,           ,             ,            
   582,         84480,           83907,             67,           ,             ,            
   583,         84662,           84088,             57,           ,             ,            
   584,         85155,           84580,             62,           ,             ,            
   585,         85555,           84979,             62,           ,             ,            
   586,         85708,           85131,             63,           ,             ,            
   587,         86043,           85465,             62,           ,             ,            
   588,         86430,           85851,             62,           ,             ,            
   589,         87018,           86439,             78,           ,             ,            
   590,         87564,           86984,             63,           ,             ,            
   591,         87779,           87198,             62,           ,             ,            
   592,         87789,           87207,             62,           ,             ,            
   593,         88077,           87494,             63,           ,             ,            
   594,         88650,           88066,             78,           ,             ,            
   595,         88653,           88068,             62,           ,             ,            
   596,         88836,           88250,             79,           ,             ,            
   597,         89191,           88604,             62,           ,             ,            
   598,         89719,           89131,             62,           ,             ,            
   599,         89983,           89394,             78,           ,             ,            
   600,         90566,           89976,             78,           ,             ,            
   601,         90784,           90193,             97,           ,             ,            
   602,         90963,           90371,             91,           ,             ,            
   603,         91080,           90487,             78,           ,             ,            
   604,         91512,           90918,             78,           ,             ,            
   605,         92066,           91471,             78,           ,             ,            
   606,         92627,           92031,             94,           ,             ,            
   607,         93151,           92554,             77,           ,             ,            
   608,         93543,           92945,             78,           ,             ,            
   609,         93976,           93377,             63,           ,             ,            
   610,         94071,           93471,             78,           ,             ,            
   611,         94466,           93865,             78,           ,             ,            
   612,         95068,           94466,             61,           ,             ,            
   613,         95360,           94757,             81,           ,             ,            
   614,         95913,           95309,             75,           ,             ,            
   615,         96527,           95922,             62,           ,             ,            
   616,         96557,           95951,             78,           ,             ,            
   617,         96963,           96356,             78,           ,             ,            
   618,         97447,           96839,             78,           ,             ,            
   619,         97866,           97257,             62,           ,             ,            
   620,         97945,           97335,             78,           ,             ,            
   621,         98515,           97904,             78,           ,             ,            
   622,         99057,           98445,             78,           ,             ,            
   623,         99128,           98515,             79,           ,             ,            
   624,         99154,           98540,             76,           ,             ,            
   625,         99670,           99055,             78,           ,             ,            
   626,         99941,           99325,             78,           ,             ,            
   627,        100472,           99855,             80,           ,             ,            
   628,        100719,          100101,             76,           ,             ,            
   629,        101089,          100470,             78,           ,             ,            
   630,        101400,          100780,             78,           ,             ,            
   631,        101928,          101307,             78,           ,             ,            
   632,        101991,          101369,             62,           ,             ,            
   633,        102226,          101603,             79,           ,             ,            
   634,        102322,          101698,             79,           ,             ,            
   635,        102463,          101838,             78,           ,             ,            
   636,        103034,          102408,             94,           ,             ,            
